stress_ratio,sleep_hours,Label
1.2472400363302865,7.354933738760294,0
1.1126957901905965,8.699127173075786,0
1.3046994022734362,6.358347911535027,0
1.6734716639643255,7.7743872802170095,0
1.309330767302286,6.273920051923482,0
1.0141025893440652,7.537001408646176,0
1.8238869193174796,8.580495834720733,0
1.3129796078938394,7.024597142490768,0
0.9320136023449817,5.0377183086251724,0
1.4855572058272712,7.513619534807235,0
1.1992651488574038,7.750375020813608,0
1.187992564443321,8.289924622287089,0
1.075219070237089,8.766073617170745,0
0.556123279891853,6.987413241270434,0
0.8059729390465883,8.290164977064395,0
1.0375450173122924,8.737879111466974,0
0.7350967369700532,5.8707052948206915,0
1.3630218906473983,7.696140814129136,0
0.8203716884949162,6.799681541286798,0
1.0454876168582443,7.371635452357573,0
1.8714208500392049,7.9833726841110915,0
1.2228817238073744,7.1505921341528325,0
1.4244094671218432,7.3528777823587985,0
0.7822942466544701,7.184897196322254,0
1.1515008067986976,6.78027475411923,0
1.4549348212082711,6.256849056331056,0
0.891526729042456,8.071751567117296,0
1.274431329776559,6.803064798640019,0
0.7641150992977911,7.968699230680103,0
1.100021846203793,8.035411015509247,0
1.1430014940155275,5.831434916517643,0
1.8975284694878256,6.458841284672562,0
1.2716055924363812,8.622396409184239,0
0.8014918570688939,7.238270645310974,0
1.1502402382888182,6.8296631081015216,0
0.759464640307983,8.236306968633556,0
1.2170073478433339,8.139739430071,0
0.5651596177575653,6.898061434656481,0
0.8943276388771595,6.682540253841038,0
1.5569098324129629,8.642631321367,0
1.440069354274787,8.769781044660833,0
1.218900715983522,7.889212547597964,0
1.126422243332914,7.0600427296843975,0
1.1283266063593704,6.599371624309307,0
0.6321993388375119,6.893787177254083,0
1.0020765212934957,7.916091058431665,0
1.1294302191618335,7.684347189460923,0
1.5485895774018479,8.681845032644588,0
1.3717167769712555,8.332368089987717,0
0.73615009479346,6.41577371172239,0
1.031440688481472,8.30516549276146,0
1.1800058396344155,6.979973100146676,0
0.8962711730588443,6.904867891773231,0
1.2191270122016666,7.6326843031347495,0
1.3436320825705357,9.036207611147061,0
1.544415277305739,9.616848867271436,0
0.9148485039494805,7.859416198623639,0
0.854940969646824,6.730954800755098,0
1.3710847016999117,8.501257933083327,0
1.2767223185168837,7.928900204168175,0
1.0772209324241446,7.71930013898064,0
1.1800771458518131,8.947594436445707,0
1.0009360700524481,7.853515846999909,0
1.1083907307458265,7.7515545317678365,0
1.2390562978331783,8.095118309232072,0
1.5990009301617896,8.032416180488095,0
1.1369466692692671,8.370518124693945,0
1.5661223222617515,7.238629467784769,0
1.3408411231543331,6.942858783831422,0
0.9535821372079697,6.475768711875237,0
1.2422833533608957,7.3733480869159,0
1.4939433416621837,8.28011490616277,0
1.3374314256279907,8.190931906318541,0
1.7382737239841313,9.324388450653409,0
0.5517416984423473,7.587074975310916,0
1.40001133084124,7.80504939260144,0
1.127588800167287,6.117510456101712,0
0.9485505348658556,7.502820257945484,0
1.2813658705217497,7.517547236019362,0
0.5,8.077100465271384,0
1.4113978939937288,7.19753439348556,0
1.1109873842895077,7.421884057158241,0
1.68441723130433,6.296441782666105,0
1.2795471405999737,7.255820906264986,0
1.047315383021615,7.4876975521922695,0
1.0758239437984058,7.964560785846291,0
1.3293480882663378,7.231659904871404,0
1.0913599546127497,7.759484371672066,0
1.1565794552075261,7.339112980161458,0
1.5799023160502488,6.3246320708542365,0
1.1632957662326864,7.814801332946415,0
1.319734271017414,7.665755753756115,0
0.6206586572544415,8.25082496366074,0
0.9545866294712888,7.138163448391009,0
1.0653190276854967,5.880659147408179,0
1.0008140016858744,8.732088659669136,0
1.389806136954318,7.08808674881593,0
1.3240793923599796,7.036035777075224,0
1.1415160877975687,8.259941463710792,0
1.0421490023990625,6.800449039993873,0
0.9862359170110703,8.789844180526247,0
1.1039171842841506,7.56751422564015,0
0.7817955412538158,8.322065453403736,0
0.8582858720489279,5.952113519967883,0
1.0228818817344532,8.649926224754623,0
1.2392756556677416,8.267574888432137,0
1.8502923694059217,7.140684691637974,0
1.2362566115804143,7.537804081017857,0
1.26573530616628,6.262143813476399,0
1.3746871994689351,7.728103312395774,0
0.5198994719422843,7.221986404577189,0
1.4716757662483375,6.475521446162781,0
1.117372924276645,6.18606179855947,0
1.9523523632374715,8.228065041623235,0
1.100111171255248,6.716704743993863,0
1.308977072725228,8.538655671905952,0
1.2562752683493963,6.966156811460583,0
0.9144718747274718,5.987821911876069,0
1.429879244761419,6.409327865799941,0
1.2571427081888966,9.118301665111282,0
1.8127853527487705,7.066252934703819,0
0.8545861126214953,7.105359939101372,0
1.7257201590816276,7.805770883610491,0
0.5382984845838361,8.090458587609156,0
1.3341152201543796,8.376336929987227,0
1.838056780145627,8.586588612360147,0
0.9737613629499683,7.347649330740583,0
0.6217425599703776,6.51911834612783,0
1.254816501488042,7.091540220671125,0
0.8764960854599564,7.23966083374898,0
0.7834528273593987,6.5886157423315375,0
1.0651195129160838,6.390314218971728,0
0.7529864814933314,7.57488244022001,0
1.3010335876315642,7.471045090298727,0
0.7663233092893798,7.633858439528255,0
1.5936501544949586,7.427339557627667,0
0.7860176470176315,7.154457514964242,0
0.8284059773834882,6.993001175167901,0
1.5967487230753048,8.30394673623118,0
0.6363334011462243,8.71699876897094,0
1.241435847240041,6.195918326088213,0
1.7050764885087961,6.453846883660177,0
0.6255134142542252,5.785862787140568,0
1.1316152725978605,7.073359362374733,0
