emg_rms,steps,Label
0.8280556182585262,8216.386586225062,0
0.752195905379235,7286.0723674951605,0
0.8252664079987014,8484.391782868555,0
0.9622957373648936,9973.917076941272,0
0.7062660486240039,6999.326476217648,0
0.6746962974154302,6979.525166273697,0
1.0953711650407387,10116.143171689682,0
0.886822155348102,8558.623145353104,0
0.6220940668735789,6543.181350382159,0
0.8080821602024519,8216.814076958974,0
0.7133820554898377,6738.862913732506,0
0.7135866796210535,7112.397915189767,0
0.7764449076300632,8047.908649824399,0
0.44604026993327844,4859.583756339752,0
0.5039584691630246,5076.617979699808,0
0.6763240931499127,6845.817440461604,0
0.579178265214687,5843.136894182301,0
0.7397244474893738,7931.650567822214,0
0.5926062545747333,5939.980824113474,0
0.5485027487397411,5339.446841889656,0
1.0060004871538537,9835.294151569278,0
0.8177732735322333,7188.252206232646,0
0.7983738147628132,7863.588470823945,0
0.5281777084852772,5134.594562234372,0
0.7113053862680405,6783.473583351874,0
0.8106734309787978,7416.723324190935,0
0.5948637717360962,5792.344927701275,0
0.8194564771180354,8211.613712029804,0
0.6875080642935232,6556.141451756948,0
0.6706566139568011,7172.684696127477,0
0.6904214341611803,6405.493614689318,0
1.0189629623282472,9945.67928112413,0
0.7747280969939456,7591.16008739066,0
0.5529567834127873,6262.235653381295,0
0.8213243010283741,8534.608380120804,0
0.5481164531171147,5913.173361064825,0
0.8045171434099756,7821.980074270416,0
0.4773445353925057,4293.356509841721,0
0.5257716985114024,5281.419866381922,0
0.8208907369306608,7798.448808475816,0
0.8419531753936582,8526.807412408294,0
0.7336154590751063,7494.469826433308,0
0.7209578098689511,6987.7197201725585,0
0.6980676573460864,6879.0005910307655,0
0.5844573208282836,5320.978816115083,0
0.6574161346765357,6418.953536887309,0
0.6485919060600408,6708.794252060303,0
0.8958188350791989,9126.060778186671,0
0.8413350809782467,8223.43277832523,0
0.5568722120686582,4934.265069042728,0
0.7155951623971516,7961.864219814277,0
0.6485773295512892,7107.990980707664,0
0.6911703583020106,6292.646939097803,0
0.8315230853871781,8372.530525350232,0
0.8565121098610017,9006.281696623852,0
0.9144017226605535,8649.529526985729,0
0.5405934408016008,6157.19888270917,0
0.6700800331405244,6621.189500044117,0
0.8190849061996729,8379.330756637937,0
0.8952677106385124,8775.834932996277,0
0.6505034129247946,7098.461469516328,0
0.7294917468559893,7229.128436148173,0
0.573998556751209,5953.470365422149,0
0.613864214787466,5607.930104208807,0
0.817724957170228,8760.37467198363,0
0.9401435019895559,9664.457970853922,0
0.7037973140183587,7524.895300508336,0
0.9287390156577325,9160.254024852908,0
0.8343123126755175,7968.787495563616,0
0.6391424948557766,6436.248433594043,0
0.7965384369028459,7723.2581432091,0
0.9149187254272081,9911.69865193434,0
0.7553930263414339,7662.736683599762,0
0.9923744934928392,10170.161819704595,0
0.4540173910733404,3631.416870781485,0
0.8337184421535484,8579.557801981122,0
0.7938456680244101,7291.151373699366,0
0.7134883593015096,7259.82232091787,0
0.7793615602898426,7278.385851447746,0
0.4838274128451553,4450.525812549908,0
0.7651856423819101,7125.630802655003,0
0.7890888099749309,8021.777829697416,0
0.9755636895049512,9724.001587119443,0
0.7403036278757875,6750.224183863044,0
0.6736018317656246,5804.186943244512,0
0.6594795990872687,6750.29561659722,0
0.8283632288781103,8427.188061730736,0
0.7655878635557289,8139.570279107726,0
0.6619358146813665,6594.33466318872,0
0.8552073225440416,7838.493804625363,0
0.7929077766331667,7482.775388544986,0
0.8587964687750026,8838.952417962404,0
0.5942439458680696,6685.060282694973,0
0.6829760631813357,7047.834328453397,0
0.714363566646354,6980.726759171879,0
0.49504854257737874,5540.971904645942,0
0.7896797065613869,7924.951558011966,0
0.8015985096895026,8042.420500476314,0
0.7787669939631523,7644.44240775009,0
0.6883915422234227,6890.825401223397,0
0.509510759461341,5671.5406024503445,0
0.709509315779348,6584.971659837823,0
0.6374799370177953,7169.401555105415,0
0.5804976168861015,5993.169488786445,0
0.6899124609232694,7378.318790131321,0
0.794146587608956,8478.459260851841,0
1.0260437584511348,10286.683120505753,0
0.7078707925759188,7710.59559067713,0
0.8140072363749553,8008.413585947516,0
0.8033488270999413,7322.451835158241,0
0.4678007556495952,4985.498917800002,0
0.74917633908762,7498.667636717913,0
0.7395636336453068,7526.3114132673945,0
1.1210746413481607,11086.806063148793,0
0.7334856150616336,7024.868858793712,0
0.8177506986816035,7826.77001614892,0
0.7316598604823211,7377.797666710416,0
0.5858348658512545,5649.455128870985,0
0.9200794877032987,9082.59916694511,0
0.8840063310184676,9047.667795100648,0
0.9398534240693129,8480.528905266672,0
0.6275838956100437,6165.245335337127,0
0.9769181942517354,9722.695668356324,0
0.549883288726799,5523.245004928325,0
0.844729193550732,8368.56422554391,0
1.0501917188866408,10737.542924345507,0
0.6529769517327092,6104.505010551869,0
0.6315433559159164,6703.857735591482,0
0.7549791963908582,7597.685280677959,0
0.637099033753235,6432.4108044808145,0
0.5327846659182014,5080.420108934151,0
0.7534534061421683,7373.53442946755,0
0.5794635569915089,5773.112519397578,0
0.8249055725906985,8217.033293656164,0
0.642038496710157,6192.610877448618,0
1.0051257663849704,10180.99215778479,0
0.6143635585166488,6217.638785714881,0
0.6932666809581987,7171.832852746517,0
0.8614110065482116,8781.467830942072,0
0.5513871901768324,5912.903059477025,0
0.8348245629304529,7956.435645825319,0
0.9545878579104685,9259.017845966378,0
0.47114961490692236,4744.165942299912,0
0.741629094127143,7839.2031277319575,0
0.7608181897903403,7784.133991792557,0
0.8660892499773085,8476.671558475846,0
0.5299558451088575,5391.058392776262,0
0.5067615408216506,5551.510179891016,0
0.7941098929616762,8584.45388828802,0
0.8137519961249335,7863.742540708571,0
0.7610253358382354,7993.7933377338795,0
0.8304532562986982,7999.2190442019455,0
0.6541802177425495,6222.086499811586,0
0.7875909367767232,7995.342814443589,0
0.7757674066068679,7720.670301142548,0
0.6895969290857064,6432.798199079161,0
0.9751652822644448,10230.357683716073,0
0.8353289278308157,8389.36486828082,0
0.5865105805424923,5501.41455570189,0
0.8893223922810727,8563.004394511137,0
0.5386661150529776,5870.018013189278,0
0.8378349005447506,8578.40586314792,0
0.9473687998451027,8510.853323003086,0
0.5964060843079405,6687.396236796016,0
0.8588667668120803,9055.175580431729,0
0.7809248050328428,7965.701893217114,0
0.9291409774009864,8508.159102325137,0
0.9998764829784269,10246.059723405053,0
0.7091386596640699,7275.293732959584,0
0.645445958428471,5990.97876834678,0
0.6310679423563961,6137.411471702848,0
