emg_rms,steps,Label
0.47253162608163446,8312.892530891619,0
0.4239535913607354,8942.480219677198,0
0.49087361136826346,7022.325888801291,0
0.6067197075186473,6865.703336732228,0
0.47447180378614295,5648.10901761728,0
0.3957446180194337,6007.980107577769,0
0.6479541014614757,12294.62756060598,0
0.49547659002141536,9228.22594854079,0
0.3691474729066294,5094.4778446148475,0
0.536999789092325,5370.774082254684,0
0.44053568583905844,8123.783272004537,0
0.43748342211348046,8787.38601438468,0
0.42156433082787775,8600.773616689068,0
0.2400339364113382,7461.822494659126,0
0.3104277604288296,7557.810702699685,0
0.3954329206984585,8275.69238772363,0
0.30576917411865906,7422.4148714659,0
0.49975745082454504,4111.468794272652,0
0.3306053020882201,6858.325960230145,0
0.3805506238021593,6159.74393944842,0
0.6583585353888858,7968.0486256431905,0
0.4515862670055691,12018.263489348788,0
0.5111930886595834,8444.666743899545,0
0.3101168353835896,6687.280733073237,0
0.42617922732248237,9032.77375817535,0
0.5202010707830695,7849.540990253024,0
0.3447205895295422,8158.394676429854,0
0.4773623149739959,8632.37591659045,0
0.3217512526810349,10520.464577197046,0
0.4175052839918125,5969.005328237213,0
0.42276626615955276,7922.528414767301,0
0.673053155553599,5611.321311568778,0
0.468824880154943,8500.377856259713,0
0.32257694330592035,6645.173302993579,0
0.4531816284524153,6575.136297541406,0
0.30810703108270837,7424.023382675179,0
0.45871256465831745,8976.752101661987,0
0.24151582892442186,8476.974209405698,0
0.34192364938927394,5291.972344924775,0
0.549113180027506,7587.136598507968,0
0.5287878260731849,6314.29153149901,0
0.4584675565527386,5218.368740959526,0
0.42806629924101225,6666.262639995823,0
0.4248650211173797,6783.260018938318,0
0.2690160505493213,11198.21743201762,0
0.38282352151037136,8147.5195122601035,0
0.42196861635729327,5283.202361618621,0
0.5640996651648711,6713.405152031031,0
0.5026635063170374,9344.082959102905,0
0.291045888837668,10750.902112435133,0
0.4115325296496218,5084.632430226188,0
0.43696657829418445,4958.535024289639,0
0.35546720614290594,10018.492672392784,0
0.46733406236392855,8016.94540418975,0
0.5089218791353952,6137.23452150534,0
0.560469676330521,7930.8576516508,0
0.35717525058874205,3420.416142789376,0
0.35180001105546216,6882.575355627151,0
0.5022478557480478,8565.385173563514,0
0.48997018748028276,8605.18107277585,0
0.4076754305561994,6454.990310987587,0
0.44097405936054046,7639.956093820886,0
0.37478958586719896,6281.322300557406,0
0.401646729050607,7736.435694006196,0
0.47666552920339816,6219.359424043966,0
0.5835250486145603,7082.9956332562,0
0.4317455760401979,6205.642632132911,0
0.5677032772276409,8709.136379757792,0
0.4947903533421082,8677.176861973245,0
0.3713861748300228,7003.961243316473,0
0.46850347300640716,7079.104094859762,0
0.559145622439235,5484.078581402765,0
0.48593185938526523,7375.198641386852,0
0.6248325328453818,7909.487578412762,0
0.22473621750283104,11522.741426919116,0
0.5197744049785019,5602.105529466184,0
0.4324312880760399,9187.13701514182,0
0.37696666228824416,9307.788180123716,0
0.47353278100317664,7382.071636701944,0
0.20965137955878133,10035.74950296957,0
0.5019793339749108,7990.8661605272,0
0.433405553907437,8062.902252146588,0
0.6087358092426517,7431.059800484434,0
0.46084716646118673,9376.797590538214,0
0.3931142300812336,8420.094872092766,0
0.40685124414121754,6565.880841716719,0
0.5028008658917316,4852.256535868286,0
0.4276043434232603,7415.194465833813,0
0.42782598397999955,6133.404606662446,0
0.5615726329423335,6757.602120509962,0
0.4421537553156772,9111.895798810596,0
0.5013020387486349,6643.024915614419,0
0.281467913390304,7792.974813299139,0
0.3780031915937217,7646.025424737667,0
0.40624291098682264,8875.9798066131,0
0.36761343482025755,4484.032489289273,0
0.5065373753957764,6561.106271474708,0
0.4883089434062591,8043.18192672893,0
0.4345065592122009,9505.27676881989,0
0.40321465797224704,6376.205480669869,0
0.36468882969527716,5127.066014226138,0
0.4159650093537997,8003.476634927996,0
0.3316245206704822,6822.1664116049105,0
0.3428306871619484,5260.378100292768,0
0.39954278756253403,6743.852951875666,0
0.46855452531435526,7781.786426961277,0
