HeartRate,HRV_SDNN,Label
73.57466787767622,49.15520979308963,0
69.08985967301989,57.66894042056568,0
75.4899800757812,48.43517557793849,0
87.78238879881086,60.11488436364529,0
75.6443589100762,27.859693453259496,0
65.80341964480218,58.96767065303078,0
92.79623064391598,66.20118084114824,0
75.76598692979465,45.430446824570645,0
63.06712007816606,63.57350825860074,0
81.51857352757571,71.63790235389902,0
71.97550496191347,34.236338358245376,0
71.5997521481107,56.33394196013562,0
67.84063567456963,53.08699581507422,0
50.53744266306176,51.63905656652824,0
58.865764634886276,76.54199084071016,0
66.58483391040974,61.82382627648452,0
56.50322456566844,52.59186674743925,0
77.43406302157995,28.949053757131278,0
59.34572294983054,64.58169388802065,0
66.84958722860814,40.358683924512746,0
94.38069500130683,64.31951440866862,0
72.76272412691249,64.83357049343411,0
79.4803155707281,86.96728303238123,0
58.076474888482345,34.660615052077226,0
70.38336022662325,17.20850941617882,0
80.49782737360904,56.51622916195883,0
61.71755763474854,87.478550068531,0
74.4810443258853,82.28586240687395,0
57.47050330992638,62.07237839499829,0
68.66739487345977,55.38109023595407,0
70.10004980051758,67.308177275395,0
95.25094898292753,37.078357113451055,0
74.3868530812127,69.9305146527823,0
58.7163952356298,76.30210355787807,0
70.34134127629393,70.92292391163373,0
57.3154880102661,107.50587148420013,0
72.5669115947778,66.10335655176357,0
50.838653925252174,45.68708800592214,0
61.81092129590532,53.958858810359274,0
83.89699441376543,33.54278529346648,0
80.00231180915956,47.55699159404361,0
72.6300238661174,47.29619854451225,0
69.54740811109714,43.66847762485409,0
69.61088687864569,58.0517264408733,0
53.07331129458373,48.63274605592258,0
65.40255070978318,76.78345624685137,0
69.64767397206113,57.496916186272564,0
83.6196525800616,60.8699311543782,0
77.72389256570851,60.28171285161967,0
56.53833649311534,64.29849281005542,0
66.38135628271573,71.7699306130666,0
71.33352798781385,51.63340679763994,0
61.875705768628144,45.32900115278968,0
72.63756707338888,54.31951187057327,0
76.78773608568453,38.80649646989993,0
83.48050924352462,41.52636581196331,0
62.49495013164935,50.75731608540832,0
60.4980323215608,62.7410393062144,0
77.70282338999705,73.49931017334364,0
74.55741061722945,58.2167797283316,0
67.90736441413816,80.69404008962614,0
71.3359048617271,58.12984570260651,0
65.36453566841494,68.68129340971313,0
68.94635769152755,56.0076747142579,0
73.30187659443928,65.0200837008028,0
85.300031005393,54.51106833576845,0
69.89822230897558,26.740504697824473,0
84.20407740872504,61.85967951757722,0
76.69470410514444,79.49955849130322,0
63.786071240265656,71.49143267116712,0
73.40944511202987,66.51008064252954,0
81.79811138873946,81.15805588297795,0
76.58104752093303,66.74175742103877,0
89.94245746613771,71.03964401067358,0
50.39138994807824,52.261084741387286,0
78.66704436137466,51.426508295051406,0
69.58629333890956,60.75108653011984,0
63.61835116219518,83.266600222949,0
74.71219568405833,48.92692303089733,0
46.9253447313499,51.544140638509994,0
79.04659646645763,58.88638524313073,0
69.03291280965026,68.67082554468162,0
88.14724104347768,38.521190758176076,0
74.65157135333246,26.248023484779303,0
66.91051276738716,39.66513094723361,0
67.86079812661353,41.76259316063825,0
76.31160294221127,41.230019164730955,0
68.37866515375832,61.444385583192904,0
70.55264850691754,50.42564808563674,0
84.6634105350083,71.00182939094444,0
70.77652554108954,60.830148082107925,0
75.99114236724714,61.65673869823916,0
52.68862190848139,75.28660524842604,0
63.81955431570963,43.900691942039686,0
67.51063425618322,77.30890153305693,0
65.36046672286248,64.7696438730711,0
78.3268712318106,69.57648781899574,0
76.13597974533266,47.69308130955969,0
70.05053625991896,40.112924079418995,0
66.73830007996874,65.83599740252836,0
64.87453056703568,73.0110607796119,0
68.79723947613836,39.367717784283876,0
58.0598513751272,51.54188702826882,0
60.60952906829759,69.29615658169338,0
66.09606272448177,45.16500554774845,0
73.30918852225805,93.94966868959031,0
93.67641231353072,45.425795697530916,0
73.20855371934715,68.29410066986001,0
74.19117687220933,58.122922860349476,0
77.82290664896452,67.40082918642243,0
49.32998239807614,60.92968348700122,0
81.05585887494458,58.51906765620906,0
69.24576414255483,59.01294008983219,0
97.07841210791572,42.26576052379949,0
68.67037237517495,66.44762283043679,0
75.63256909084092,49.16302156913878,0
73.8758422783132,54.817634301606745,0
62.48239582424906,42.64656401337941,0
79.6626414920473,18.274118747384822,0
73.90475693962989,67.62878971275966,0
92.42617842495902,91.03875594174629,0
60.48620375404984,72.50222725670123,0
89.52400530272092,62.67369935278845,0
49.94328281946121,59.20717753979465,0
76.47050733847932,60.043953013268336,0
93.26855933818757,67.0032738683916,0
64.45871209833228,44.545545226564855,0
52.72475199901258,78.04743366992409,0
73.82721671626807,69.43592555778109,0
61.216536181998535,62.96339302699686,0
58.115094245313294,64.23751747047967,0
67.50398376386947,54.561499046872555,0
57.09954938311104,66.75712078917066,0
75.36778625438548,69.04332819870547,0
57.544110309645994,56.48307005586772,0
85.12167181649862,60.29823716300852,0
58.20058823392106,58.84081253441074,0
59.613532579449604,87.10843044880357,0
85.22495743584349,42.94319398738067,0
53.211113371540804,44.46710936691235,0
73.38119490800138,65.35255621652588,0
88.83588295029321,55.720908391408685,0
52.85044714180751,53.984894819099964,0
69.72050908659534,65.21560646696503,0
75.73001838582134,54.00971119097596,0
85.40789783140887,77.44638284927825,0
53.78391656578683,29.64855180018688,0
58.04469470907004,48.37742211623209,0
68.55694268133234,65.98971709433111,0
73.0038417139209,33.308806104157284,0
74.67595192614915,60.313535488895546,0
71.19135888619442,84.41072073483231,0
62.91479361508894,53.86638687892246,0
67.28140313007279,67.13457030333234,0
75.31611778989429,35.62406830227444,0
70.13495706415208,50.86271203237566,0
85.17202576259525,52.66445222011441,0
73.62497037635596,59.699660721484946,0
62.59969626024442,73.9339019627031,0
84.62598968295198,70.31971544988667,0
54.78723423668213,39.129143609201016,0
79.02692235034476,61.14204561483615,0
85.00160990167166,49.29732508975127,0
63.28289486333866,87.56272843590854,0
69.24980095805778,86.46089496265677,0
78.63325931590884,40.93684969289115,0
87.81728335539812,42.21385889017996,0
91.55123858238699,38.658088351884054,0
64.39058857349998,60.07409978749254,0
61.89700212460369,57.53495098877039,0
71.95442104202273,74.10209565236484,0
68.39170985464841,67.71394400767552,0
74.4291159977806,49.53255547133833,0
77.19358266583832,62.67829507754938,0
71.46122243234534,58.489405551838445,0
79.2689765870814,94.50383897387546,0
71.7404052403865,36.5147036956564,0
89.2832123518954,65.30429095798088,0
76.89802613895496,88.34976661339607,0
104.79338234986183,66.60015409491717,0
71.15975169866987,55.152764360476525,0
64.54839928034241,44.842410614163704,0
64.97489174522836,55.33760925386158,0
79.91902580315504,75.75905447076444,0
66.6192033298044,25.41610126907025,0
93.71055101976273,81.70608522404174,0
70.34695343407986,44.62775871227237,0
65.85576864010102,59.476678694805706,0
64.70003822562383,54.87766113339706,0
67.43554302796062,68.81357198989782,0
63.35387622580894,30.73384467745381,0
79.23484611499975,56.02671380290075,0
79.5274058063805,90.9304444062667,0
59.45330143844145,43.52559594897613,0
72.05878998586034,62.30392309793299,0
78.68133830672197,47.395995719117366,0
64.52401558913664,68.71081891896661,0
78.68944498763923,59.87055565811455,0
79.0394316297868,58.806417324205164,0
62.105312321720575,73.48172598340753,0
